state,district,category,type,date,crimes,year
Johor,Batu Pahat,assault,all,2016-01-01,160,2016
Johor,Batu Pahat,assault,all,2017-01-01,123,2017
Johor,Batu Pahat,assault,all,2018-01-01,104,2018
Johor,Batu Pahat,assault,all,2019-01-01,139,2019
Johor,Batu Pahat,assault,all,2020-01-01,127,2020
Johor,Batu Pahat,assault,all,2021-01-01,60,2021
Johor,Batu Pahat,assault,all,2022-01-01,52,2022
Johor,Batu Pahat,assault,all,2023-01-01,88,2023
Johor,Batu Pahat,assault,causing_injury,2016-01-01,39,2016
Johor,Batu Pahat,assault,causing_injury,2017-01-01,41,2017
Johor,Batu Pahat,assault,causing_injury,2018-01-01,28,2018
Johor,Batu Pahat,assault,causing_injury,2019-01-01,41,2019
Johor,Batu Pahat,assault,causing_injury,2020-01-01,43,2020
Johor,Batu Pahat,assault,causing_injury,2021-01-01,22,2021
Johor,Batu Pahat,assault,causing_injury,2022-01-01,19,2022
Johor,Batu Pahat,assault,causing_injury,2023-01-01,22,2023
Johor,Batu Pahat,assault,murder,2016-01-01,6,2016
Johor,Batu Pahat,assault,murder,2017-01-01,0,2017
Johor,Batu Pahat,assault,murder,2018-01-01,3,2018
Johor,Batu Pahat,assault,murder,2019-01-01,3,2019
Johor,Batu Pahat,assault,murder,2020-01-01,3,2020
Johor,Batu Pahat,assault,murder,2021-01-01,0,2021
Johor,Batu Pahat,assault,murder,2022-01-01,3,2022
Johor,Batu Pahat,assault,murder,2023-01-01,4,2023
Johor,Batu Pahat,assault,rape,2016-01-01,29,2016
Johor,Batu Pahat,assault,rape,2017-01-01,23,2017
Johor,Batu Pahat,assault,rape,2018-01-01,13,2018
Johor,Batu Pahat,assault,rape,2019-01-01,29,2019
Johor,Batu Pahat,assault,rape,2020-01-01,16,2020
Johor,Batu Pahat,assault,rape,2021-01-01,18,2021
Johor,Batu Pahat,assault,rape,2022-01-01,13,2022
Johor,Batu Pahat,assault,rape,2023-01-01,19,2023
Johor,Batu Pahat,assault,robbery_gang_armed,2016-01-01,1,2016
Johor,Batu Pahat,assault,robbery_gang_armed,2017-01-01,0,2017
Johor,Batu Pahat,assault,robbery_gang_armed,2018-01-01,0,2018
Johor,Batu Pahat,assault,robbery_gang_armed,2019-01-01,0,2019
Johor,Batu Pahat,assault,robbery_gang_armed,2020-01-01,0,2020
Johor,Batu Pahat,assault,robbery_gang_armed,2021-01-01,0,2021
Johor,Batu Pahat,assault,robbery_gang_armed,2022-01-01,0,2022
Johor,Batu Pahat,assault,robbery_gang_armed,2023-01-01,0,2023
Johor,Batu Pahat,assault,robbery_gang_unarmed,2016-01-01,56,2016
Johor,Batu Pahat,assault,robbery_gang_unarmed,2017-01-01,47,2017
Johor,Batu Pahat,assault,robbery_gang_unarmed,2018-01-01,33,2018
Johor,Batu Pahat,assault,robbery_gang_unarmed,2019-01-01,37,2019
Johor,Batu Pahat,assault,robbery_gang_unarmed,2020-01-01,32,2020
Johor,Batu Pahat,assault,robbery_gang_unarmed,2021-01-01,9,2021
Johor,Batu Pahat,assault,robbery_gang_unarmed,2022-01-01,5,2022
Johor,Batu Pahat,assault,robbery_gang_unarmed,2023-01-01,16,2023
Johor,Batu Pahat,assault,robbery_solo_armed,2016-01-01,1,2016
Johor,Batu Pahat,assault,robbery_solo_armed,2017-01-01,0,2017
Johor,Batu Pahat,assault,robbery_solo_armed,2018-01-01,0,2018
Johor,Batu Pahat,assault,robbery_solo_armed,2019-01-01,0,2019
Johor,Batu Pahat,assault,robbery_solo_armed,2020-01-01,0,2020
Johor,Batu Pahat,assault,robbery_solo_armed,2021-01-01,0,2021
Johor,Batu Pahat,assault,robbery_solo_armed,2022-01-01,0,2022
Johor,Batu Pahat,assault,robbery_solo_armed,2023-01-01,0,2023
Johor,Batu Pahat,assault,robbery_solo_unarmed,2016-01-01,28,2016
Johor,Batu Pahat,assault,robbery_solo_unarmed,2017-01-01,12,2017
Johor,Batu Pahat,assault,robbery_solo_unarmed,2018-01-01,27,2018
Johor,Batu Pahat,assault,robbery_solo_unarmed,2019-01-01,29,2019
Johor,Batu Pahat,assault,robbery_solo_unarmed,2020-01-01,33,2020
Johor,Batu Pahat,assault,robbery_solo_unarmed,2021-01-01,11,2021
Johor,Batu Pahat,assault,robbery_solo_unarmed,2022-01-01,12,2022
Johor,Batu Pahat,assault,robbery_solo_unarmed,2023-01-01,27,2023
Johor,Batu Pahat,property,all,2016-01-01,621,2016
Johor,Batu Pahat,property,all,2017-01-01,558,2017
Johor,Batu Pahat,property,all,2018-01-01,584,2018
Johor,Batu Pahat,property,all,2019-01-01,524,2019
Johor,Batu Pahat,property,all,2020-01-01,415,2020
Johor,Batu Pahat,property,all,2021-01-01,200,2021
Johor,Batu Pahat,property,all,2022-01-01,262,2022
Johor,Batu Pahat,property,all,2023-01-01,285,2023
Johor,Batu Pahat,property,break_in,2016-01-01,115,2016
Johor,Batu Pahat,property,break_in,2017-01-01,90,2017
Johor,Batu Pahat,property,break_in,2018-01-01,158,2018
Johor,Batu Pahat,property,break_in,2019-01-01,157,2019
Johor,Batu Pahat,property,break_in,2020-01-01,122,2020
Johor,Batu Pahat,property,break_in,2021-01-01,55,2021
Johor,Batu Pahat,property,break_in,2022-01-01,80,2022
Johor,Batu Pahat,property,break_in,2023-01-01,87,2023
Johor,Batu Pahat,property,theft_other,2016-01-01,192,2016
Johor,Batu Pahat,property,theft_other,2017-01-01,119,2017
Johor,Batu Pahat,property,theft_other,2018-01-01,140,2018
Johor,Batu Pahat,property,theft_other,2019-01-01,127,2019
Johor,Batu Pahat,property,theft_other,2020-01-01,122,2020
Johor,Batu Pahat,property,theft_other,2021-01-01,72,2021
Johor,Batu Pahat,property,theft_other,2022-01-01,83,2022
Johor,Batu Pahat,property,theft_other,2023-01-01,109,2023
Johor,Batu Pahat,property,theft_vehicle_lorry,2016-01-01,16,2016
Johor,Batu Pahat,property,theft_vehicle_lorry,2017-01-01,10,2017
Johor,Batu Pahat,property,theft_vehicle_lorry,2018-01-01,15,2018
Johor,Batu Pahat,property,theft_vehicle_lorry,2019-01-01,4,2019
Johor,Batu Pahat,property,theft_vehicle_lorry,2020-01-01,12,2020
Johor,Batu Pahat,property,theft_vehicle_lorry,2021-01-01,2,2021
Johor,Batu Pahat,property,theft_vehicle_lorry,2022-01-01,7,2022
Johor,Batu Pahat,property,theft_vehicle_lorry,2023-01-01,8,2023
Johor,Batu Pahat,property,theft_vehicle_motorcar,2016-01-01,41,2016
Johor,Batu Pahat,property,theft_vehicle_motorcar,2017-01-01,52,2017
Johor,Batu Pahat,property,theft_vehicle_motorcar,2018-01-01,46,2018
Johor,Batu Pahat,property,theft_vehicle_motorcar,2019-01-01,28,2019
Johor,Batu Pahat,property,theft_vehicle_motorcar,2020-01-01,38,2020
Johor,Batu Pahat,property,theft_vehicle_motorcar,2021-01-01,12,2021
Johor,Batu Pahat,property,theft_vehicle_motorcar,2022-01-01,16,2022
Johor,Batu Pahat,property,theft_vehicle_motorcar,2023-01-01,13,2023
Johor,Batu Pahat,property,theft_vehicle_motorcycle,2016-01-01,257,2016
Johor,Batu Pahat,property,theft_vehicle_motorcycle,2017-01-01,287,2017
Johor,Batu Pahat,property,theft_vehicle_motorcycle,2018-01-01,225,2018
Johor,Batu Pahat,property,theft_vehicle_motorcycle,2019-01-01,208,2019
Johor,Batu Pahat,property,theft_vehicle_motorcycle,2020-01-01,121,2020
Johor,Batu Pahat,property,theft_vehicle_motorcycle,2021-01-01,59,2021
Johor,Batu Pahat,property,theft_vehicle_motorcycle,2022-01-01,76,2022
Johor,Batu Pahat,property,theft_vehicle_motorcycle,2023-01-01,68,2023
Johor,Iskandar Puteri,assault,all,2016-01-01,0,2016
Johor,Iskandar Puteri,assault,all,2017-01-01,195,2017
Johor,Iskandar Puteri,assault,all,2018-01-01,149,2018
Johor,Iskandar Puteri,assault,all,2019-01-01,170,2019
Johor,Iskandar Puteri,assault,all,2020-01-01,96,2020
Johor,Iskandar Puteri,assault,all,2021-01-01,68,2021
Johor,Iskandar Puteri,assault,all,2022-01-01,80,2022
Johor,Iskandar Puteri,assault,all,2023-01-01,123,2023
Johor,Iskandar Puteri,assault,causing_injury,2016-01-01,0,2016
Johor,Iskandar Puteri,assault,causing_injury,2017-01-01,54,2017
Johor,Iskandar Puteri,assault,causing_injury,2018-01-01,61,2018
Johor,Iskandar Puteri,assault,causing_injury,2019-01-01,46,2019
Johor,Iskandar Puteri,assault,causing_injury,2020-01-01,23,2020
Johor,Iskandar Puteri,assault,causing_injury,2021-01-01,20,2021
Johor,Iskandar Puteri,assault,causing_injury,2022-01-01,30,2022
Johor,Iskandar Puteri,assault,causing_injury,2023-01-01,45,2023
Johor,Iskandar Puteri,assault,murder,2016-01-01,0,2016
Johor,Iskandar Puteri,assault,murder,2017-01-01,4,2017
Johor,Iskandar Puteri,assault,murder,2018-01-01,4,2018
Johor,Iskandar Puteri,assault,murder,2019-01-01,4,2019
Johor,Iskandar Puteri,assault,murder,2020-01-01,3,2020
Johor,Iskandar Puteri,assault,murder,2021-01-01,2,2021
Johor,Iskandar Puteri,assault,murder,2022-01-01,3,2022
Johor,Iskandar Puteri,assault,murder,2023-01-01,0,2023
Johor,Iskandar Puteri,assault,rape,2016-01-01,0,2016
Johor,Iskandar Puteri,assault,rape,2017-01-01,9,2017
Johor,Iskandar Puteri,assault,rape,2018-01-01,13,2018
Johor,Iskandar Puteri,assault,rape,2019-01-01,16,2019
Johor,Iskandar Puteri,assault,rape,2020-01-01,9,2020
Johor,Iskandar Puteri,assault,rape,2021-01-01,4,2021
Johor,Iskandar Puteri,assault,rape,2022-01-01,9,2022
Johor,Iskandar Puteri,assault,rape,2023-01-01,7,2023
Johor,Iskandar Puteri,assault,robbery_gang_armed,2016-01-01,0,2016
Johor,Iskandar Puteri,assault,robbery_gang_armed,2017-01-01,0,2017
Johor,Iskandar Puteri,assault,robbery_gang_armed,2018-01-01,0,2018
Johor,Iskandar Puteri,assault,robbery_gang_armed,2019-01-01,0,2019
Johor,Iskandar Puteri,assault,robbery_gang_armed,2020-01-01,0,2020
Johor,Iskandar Puteri,assault,robbery_gang_armed,2021-01-01,1,2021
Johor,Iskandar Puteri,assault,robbery_gang_armed,2022-01-01,0,2022
Johor,Iskandar Puteri,assault,robbery_gang_armed,2023-01-01,0,2023
Johor,Iskandar Puteri,assault,robbery_gang_unarmed,2016-01-01,0,2016
Johor,Iskandar Puteri,assault,robbery_gang_unarmed,2017-01-01,102,2017
Johor,Iskandar Puteri,assault,robbery_gang_unarmed,2018-01-01,53,2018
Johor,Iskandar Puteri,assault,robbery_gang_unarmed,2019-01-01,74,2019
Johor,Iskandar Puteri,assault,robbery_gang_unarmed,2020-01-01,17,2020
Johor,Iskandar Puteri,assault,robbery_gang_unarmed,2021-01-01,31,2021
Johor,Iskandar Puteri,assault,robbery_gang_unarmed,2022-01-01,21,2022
Johor,Iskandar Puteri,assault,robbery_gang_unarmed,2023-01-01,52,2023
Johor,Iskandar Puteri,assault,robbery_solo_armed,2016-01-01,0,2016
Johor,Iskandar Puteri,assault,robbery_solo_armed,2017-01-01,0,2017
Johor,Iskandar Puteri,assault,robbery_solo_armed,2018-01-01,0,2018
Johor,Iskandar Puteri,assault,robbery_solo_armed,2019-01-01,0,2019
Johor,Iskandar Puteri,assault,robbery_solo_armed,2020-01-01,0,2020
Johor,Iskandar Puteri,assault,robbery_solo_armed,2021-01-01,0,2021
Johor,Iskandar Puteri,assault,robbery_solo_armed,2022-01-01,0,2022
Johor,Iskandar Puteri,assault,robbery_solo_armed,2023-01-01,0,2023
Johor,Iskandar Puteri,assault,robbery_solo_unarmed,2016-01-01,0,2016
Johor,Iskandar Puteri,assault,robbery_solo_unarmed,2017-01-01,26,2017
Johor,Iskandar Puteri,assault,robbery_solo_unarmed,2018-01-01,18,2018
Johor,Iskandar Puteri,assault,robbery_solo_unarmed,2019-01-01,30,2019
Johor,Iskandar Puteri,assault,robbery_solo_unarmed,2020-01-01,44,2020
Johor,Iskandar Puteri,assault,robbery_solo_unarmed,2021-01-01,10,2021
Johor,Iskandar Puteri,assault,robbery_solo_unarmed,2022-01-01,17,2022
Johor,Iskandar Puteri,assault,robbery_solo_unarmed,2023-01-01,19,2023
Johor,Iskandar Puteri,property,all,2016-01-01,0,2016
Johor,Iskandar Puteri,property,all,2017-01-01,727,2017
Johor,Iskandar Puteri,property,all,2018-01-01,784,2018
Johor,Iskandar Puteri,property,all,2019-01-01,784,2019
Johor,Iskandar Puteri,property,all,2020-01-01,538,2020
Johor,Iskandar Puteri,property,all,2021-01-01,332,2021
Johor,Iskandar Puteri,property,all,2022-01-01,356,2022
Johor,Iskandar Puteri,property,all,2023-01-01,448,2023
Johor,Iskandar Puteri,property,break_in,2016-01-01,0,2016
Johor,Iskandar Puteri,property,break_in,2017-01-01,92,2017
Johor,Iskandar Puteri,property,break_in,2018-01-01,47,2018
Johor,Iskandar Puteri,property,break_in,2019-01-01,76,2019
Johor,Iskandar Puteri,property,break_in,2020-01-01,77,2020
Johor,Iskandar Puteri,property,break_in,2021-01-01,68,2021
Johor,Iskandar Puteri,property,break_in,2022-01-01,77,2022
Johor,Iskandar Puteri,property,break_in,2023-01-01,103,2023
Johor,Iskandar Puteri,property,theft_other,2016-01-01,0,2016
Johor,Iskandar Puteri,property,theft_other,2017-01-01,151,2017
Johor,Iskandar Puteri,property,theft_other,2018-01-01,176,2018
Johor,Iskandar Puteri,property,theft_other,2019-01-01,228,2019
Johor,Iskandar Puteri,property,theft_other,2020-01-01,156,2020
Johor,Iskandar Puteri,property,theft_other,2021-01-01,114,2021
Johor,Iskandar Puteri,property,theft_other,2022-01-01,125,2022
Johor,Iskandar Puteri,property,theft_other,2023-01-01,205,2023
Johor,Iskandar Puteri,property,theft_vehicle_lorry,2016-01-01,0,2016
Johor,Iskandar Puteri,property,theft_vehicle_lorry,2017-01-01,17,2017
Johor,Iskandar Puteri,property,theft_vehicle_lorry,2018-01-01,20,2018
Johor,Iskandar Puteri,property,theft_vehicle_lorry,2019-01-01,36,2019
Johor,Iskandar Puteri,property,theft_vehicle_lorry,2020-01-01,11,2020
Johor,Iskandar Puteri,property,theft_vehicle_lorry,2021-01-01,6,2021
Johor,Iskandar Puteri,property,theft_vehicle_lorry,2022-01-01,5,2022
Johor,Iskandar Puteri,property,theft_vehicle_lorry,2023-01-01,7,2023
Johor,Iskandar Puteri,property,theft_vehicle_motorcar,2016-01-01,0,2016
Johor,Iskandar Puteri,property,theft_vehicle_motorcar,2017-01-01,130,2017
Johor,Iskandar Puteri,property,theft_vehicle_motorcar,2018-01-01,138,2018
Johor,Iskandar Puteri,property,theft_vehicle_motorcar,2019-01-01,131,2019
Johor,Iskandar Puteri,property,theft_vehicle_motorcar,2020-01-01,122,2020
Johor,Iskandar Puteri,property,theft_vehicle_motorcar,2021-01-01,56,2021
Johor,Iskandar Puteri,property,theft_vehicle_motorcar,2022-01-01,54,2022
Johor,Iskandar Puteri,property,theft_vehicle_motorcar,2023-01-01,44,2023
Johor,Iskandar Puteri,property,theft_vehicle_motorcycle,2016-01-01,0,2016
Johor,Iskandar Puteri,property,theft_vehicle_motorcycle,2017-01-01,337,2017
Johor,Iskandar Puteri,property,theft_vehicle_motorcycle,2018-01-01,403,2018
Johor,Iskandar Puteri,property,theft_vehicle_motorcycle,2019-01-01,313,2019
Johor,Iskandar Puteri,property,theft_vehicle_motorcycle,2020-01-01,172,2020
Johor,Iskandar Puteri,property,theft_vehicle_motorcycle,2021-01-01,88,2021
Johor,Iskandar Puteri,property,theft_vehicle_motorcycle,2022-01-01,95,2022
Johor,Iskandar Puteri,property,theft_vehicle_motorcycle,2023-01-01,89,2023
Johor,Johor Bahru Selatan,assault,all,2016-01-01,977,2016
Johor,Johor Bahru Selatan,assault,all,2017-01-01,956,2017
Johor,Johor Bahru Selatan,assault,all,2018-01-01,474,2018
Johor,Johor Bahru Selatan,assault,all,2019-01-01,429,2019
Johor,Johor Bahru Selatan,assault,all,2020-01-01,226,2020
Johor,Johor Bahru Selatan,assault,all,2021-01-01,150,2021
Johor,Johor Bahru Selatan,assault,all,2022-01-01,213,2022
Johor,Johor Bahru Selatan,assault,all,2023-01-01,252,2023
Johor,Johor Bahru Selatan,assault,causing_injury,2016-01-01,200,2016
Johor,Johor Bahru Selatan,assault,causing_injury,2017-01-01,170,2017
Johor,Johor Bahru Selatan,assault,causing_injury,2018-01-01,115,2018
Johor,Johor Bahru Selatan,assault,causing_injury,2019-01-01,126,2019
Johor,Johor Bahru Selatan,assault,causing_injury,2020-01-01,67,2020
Johor,Johor Bahru Selatan,assault,causing_injury,2021-01-01,62,2021
Johor,Johor Bahru Selatan,assault,causing_injury,2022-01-01,45,2022
Johor,Johor Bahru Selatan,assault,causing_injury,2023-01-01,46,2023
Johor,Johor Bahru Selatan,assault,murder,2016-01-01,15,2016
Johor,Johor Bahru Selatan,assault,murder,2017-01-01,23,2017
Johor,Johor Bahru Selatan,assault,murder,2018-01-01,9,2018
Johor,Johor Bahru Selatan,assault,murder,2019-01-01,10,2019
Johor,Johor Bahru Selatan,assault,murder,2020-01-01,4,2020
Johor,Johor Bahru Selatan,assault,murder,2021-01-01,5,2021
Johor,Johor Bahru Selatan,assault,murder,2022-01-01,7,2022
Johor,Johor Bahru Selatan,assault,murder,2023-01-01,8,2023
Johor,Johor Bahru Selatan,assault,rape,2016-01-01,42,2016
Johor,Johor Bahru Selatan,assault,rape,2017-01-01,28,2017
Johor,Johor Bahru Selatan,assault,rape,2018-01-01,24,2018
Johor,Johor Bahru Selatan,assault,rape,2019-01-01,27,2019
Johor,Johor Bahru Selatan,assault,rape,2020-01-01,17,2020
Johor,Johor Bahru Selatan,assault,rape,2021-01-01,17,2021
Johor,Johor Bahru Selatan,assault,rape,2022-01-01,26,2022
Johor,Johor Bahru Selatan,assault,rape,2023-01-01,20,2023
Johor,Johor Bahru Selatan,assault,robbery_gang_armed,2016-01-01,5,2016
Johor,Johor Bahru Selatan,assault,robbery_gang_armed,2017-01-01,0,2017
Johor,Johor Bahru Selatan,assault,robbery_gang_armed,2018-01-01,1,2018
Johor,Johor Bahru Selatan,assault,robbery_gang_armed,2019-01-01,0,2019
Johor,Johor Bahru Selatan,assault,robbery_gang_armed,2020-01-01,0,2020
Johor,Johor Bahru Selatan,assault,robbery_gang_armed,2021-01-01,0,2021
Johor,Johor Bahru Selatan,assault,robbery_gang_armed,2022-01-01,0,2022
Johor,Johor Bahru Selatan,assault,robbery_gang_armed,2023-01-01,0,2023
Johor,Johor Bahru Selatan,assault,robbery_gang_unarmed,2016-01-01,506,2016
Johor,Johor Bahru Selatan,assault,robbery_gang_unarmed,2017-01-01,528,2017
Johor,Johor Bahru Selatan,assault,robbery_gang_unarmed,2018-01-01,217,2018
Johor,Johor Bahru Selatan,assault,robbery_gang_unarmed,2019-01-01,192,2019
Johor,Johor Bahru Selatan,assault,robbery_gang_unarmed,2020-01-01,44,2020
Johor,Johor Bahru Selatan,assault,robbery_gang_unarmed,2021-01-01,39,2021
Johor,Johor Bahru Selatan,assault,robbery_gang_unarmed,2022-01-01,68,2022
Johor,Johor Bahru Selatan,assault,robbery_gang_unarmed,2023-01-01,90,2023
Johor,Johor Bahru Selatan,assault,robbery_solo_armed,2016-01-01,2,2016
Johor,Johor Bahru Selatan,assault,robbery_solo_armed,2017-01-01,0,2017
Johor,Johor Bahru Selatan,assault,robbery_solo_armed,2018-01-01,0,2018
Johor,Johor Bahru Selatan,assault,robbery_solo_armed,2019-01-01,1,2019
Johor,Johor Bahru Selatan,assault,robbery_solo_armed,2020-01-01,0,2020
Johor,Johor Bahru Selatan,assault,robbery_solo_armed,2021-01-01,0,2021
Johor,Johor Bahru Selatan,assault,robbery_solo_armed,2022-01-01,0,2022
Johor,Johor Bahru Selatan,assault,robbery_solo_armed,2023-01-01,0,2023
Johor,Johor Bahru Selatan,assault,robbery_solo_unarmed,2016-01-01,207,2016
Johor,Johor Bahru Selatan,assault,robbery_solo_unarmed,2017-01-01,207,2017
Johor,Johor Bahru Selatan,assault,robbery_solo_unarmed,2018-01-01,108,2018
Johor,Johor Bahru Selatan,assault,robbery_solo_unarmed,2019-01-01,73,2019
Johor,Johor Bahru Selatan,assault,robbery_solo_unarmed,2020-01-01,94,2020
Johor,Johor Bahru Selatan,assault,robbery_solo_unarmed,2021-01-01,27,2021
Johor,Johor Bahru Selatan,assault,robbery_solo_unarmed,2022-01-01,67,2022
Johor,Johor Bahru Selatan,assault,robbery_solo_unarmed,2023-01-01,88,2023
Johor,Johor Bahru Selatan,property,all,2016-01-01,2802,2016
Johor,Johor Bahru Selatan,property,all,2017-01-01,2275,2017
Johor,Johor Bahru Selatan,property,all,2018-01-01,2042,2018
Johor,Johor Bahru Selatan,property,all,2019-01-01,1766,2019
Johor,Johor Bahru Selatan,property,all,2020-01-01,1265,2020
Johor,Johor Bahru Selatan,property,all,2021-01-01,609,2021
Johor,Johor Bahru Selatan,property,all,2022-01-01,733,2022
Johor,Johor Bahru Selatan,property,all,2023-01-01,853,2023
Johor,Johor Bahru Selatan,property,break_in,2016-01-01,432,2016
Johor,Johor Bahru Selatan,property,break_in,2017-01-01,263,2017
Johor,Johor Bahru Selatan,property,break_in,2018-01-01,220,2018
Johor,Johor Bahru Selatan,property,break_in,2019-01-01,283,2019
Johor,Johor Bahru Selatan,property,break_in,2020-01-01,287,2020
Johor,Johor Bahru Selatan,property,break_in,2021-01-01,191,2021
Johor,Johor Bahru Selatan,property,break_in,2022-01-01,154,2022
Johor,Johor Bahru Selatan,property,break_in,2023-01-01,173,2023
Johor,Johor Bahru Selatan,property,theft_other,2016-01-01,658,2016
Johor,Johor Bahru Selatan,property,theft_other,2017-01-01,658,2017
Johor,Johor Bahru Selatan,property,theft_other,2018-01-01,539,2018
Johor,Johor Bahru Selatan,property,theft_other,2019-01-01,430,2019
Johor,Johor Bahru Selatan,property,theft_other,2020-01-01,315,2020
Johor,Johor Bahru Selatan,property,theft_other,2021-01-01,142,2021
Johor,Johor Bahru Selatan,property,theft_other,2022-01-01,253,2022
Johor,Johor Bahru Selatan,property,theft_other,2023-01-01,259,2023
Johor,Johor Bahru Selatan,property,theft_vehicle_lorry,2016-01-01,87,2016
Johor,Johor Bahru Selatan,property,theft_vehicle_lorry,2017-01-01,65,2017
Johor,Johor Bahru Selatan,property,theft_vehicle_lorry,2018-01-01,55,2018
Johor,Johor Bahru Selatan,property,theft_vehicle_lorry,2019-01-01,37,2019
Johor,Johor Bahru Selatan,property,theft_vehicle_lorry,2020-01-01,16,2020
Johor,Johor Bahru Selatan,property,theft_vehicle_lorry,2021-01-01,10,2021
Johor,Johor Bahru Selatan,property,theft_vehicle_lorry,2022-01-01,5,2022
Johor,Johor Bahru Selatan,property,theft_vehicle_lorry,2023-01-01,7,2023
Johor,Johor Bahru Selatan,property,theft_vehicle_motorcar,2016-01-01,514,2016
Johor,Johor Bahru Selatan,property,theft_vehicle_motorcar,2017-01-01,344,2017
Johor,Johor Bahru Selatan,property,theft_vehicle_motorcar,2018-01-01,317,2018
Johor,Johor Bahru Selatan,property,theft_vehicle_motorcar,2019-01-01,283,2019
Johor,Johor Bahru Selatan,property,theft_vehicle_motorcar,2020-01-01,205,2020
Johor,Johor Bahru Selatan,property,theft_vehicle_motorcar,2021-01-01,89,2021
Johor,Johor Bahru Selatan,property,theft_vehicle_motorcar,2022-01-01,93,2022
Johor,Johor Bahru Selatan,property,theft_vehicle_motorcar,2023-01-01,110,2023
Johor,Johor Bahru Selatan,property,theft_vehicle_motorcycle,2016-01-01,1111,2016
Johor,Johor Bahru Selatan,property,theft_vehicle_motorcycle,2017-01-01,945,2017
Johor,Johor Bahru Selatan,property,theft_vehicle_motorcycle,2018-01-01,911,2018
Johor,Johor Bahru Selatan,property,theft_vehicle_motorcycle,2019-01-01,733,2019
Johor,Johor Bahru Selatan,property,theft_vehicle_motorcycle,2020-01-01,442,2020
Johor,Johor Bahru Selatan,property,theft_vehicle_motorcycle,2021-01-01,177,2021
Johor,Johor Bahru Selatan,property,theft_vehicle_motorcycle,2022-01-01,228,2022
Johor,Johor Bahru Selatan,property,theft_vehicle_motorcycle,2023-01-01,304,2023
Johor,Johor Bahru Utara,assault,all,2016-01-01,528,2016
Johor,Johor Bahru Utara,assault,all,2017-01-01,412,2017
Johor,Johor Bahru Utara,assault,all,2018-01-01,343,2018
Johor,Johor Bahru Utara,assault,all,2019-01-01,397,2019
Johor,Johor Bahru Utara,assault,all,2020-01-01,246,2020
Johor,Johor Bahru Utara,assault,all,2021-01-01,162,2021
Johor,Johor Bahru Utara,assault,all,2022-01-01,148,2022
Johor,Johor Bahru Utara,assault,all,2023-01-01,158,2023
Johor,Johor Bahru Utara,assault,causing_injury,2016-01-01,129,2016
Johor,Johor Bahru Utara,assault,causing_injury,2017-01-01,96,2017
Johor,Johor Bahru Utara,assault,causing_injury,2018-01-01,102,2018
Johor,Johor Bahru Utara,assault,causing_injury,2019-01-01,140,2019
Johor,Johor Bahru Utara,assault,causing_injury,2020-01-01,83,2020
Johor,Johor Bahru Utara,assault,causing_injury,2021-01-01,57,2021
Johor,Johor Bahru Utara,assault,causing_injury,2022-01-01,53,2022
Johor,Johor Bahru Utara,assault,causing_injury,2023-01-01,60,2023
Johor,Johor Bahru Utara,assault,murder,2016-01-01,7,2016
Johor,Johor Bahru Utara,assault,murder,2017-01-01,8,2017
Johor,Johor Bahru Utara,assault,murder,2018-01-01,5,2018
Johor,Johor Bahru Utara,assault,murder,2019-01-01,1,2019
Johor,Johor Bahru Utara,assault,murder,2020-01-01,3,2020
Johor,Johor Bahru Utara,assault,murder,2021-01-01,0,2021
Johor,Johor Bahru Utara,assault,murder,2022-01-01,4,2022
Johor,Johor Bahru Utara,assault,murder,2023-01-01,4,2023
Johor,Johor Bahru Utara,assault,rape,2016-01-01,23,2016
Johor,Johor Bahru Utara,assault,rape,2017-01-01,16,2017
Johor,Johor Bahru Utara,assault,rape,2018-01-01,19,2018
Johor,Johor Bahru Utara,assault,rape,2019-01-01,23,2019
Johor,Johor Bahru Utara,assault,rape,2020-01-01,17,2020
Johor,Johor Bahru Utara,assault,rape,2021-01-01,19,2021
Johor,Johor Bahru Utara,assault,rape,2022-01-01,10,2022
Johor,Johor Bahru Utara,assault,rape,2023-01-01,24,2023
Johor,Johor Bahru Utara,assault,robbery_gang_armed,2016-01-01,0,2016
Johor,Johor Bahru Utara,assault,robbery_gang_armed,2017-01-01,1,2017
Johor,Johor Bahru Utara,assault,robbery_gang_armed,2018-01-01,1,2018
Johor,Johor Bahru Utara,assault,robbery_gang_armed,2019-01-01,0,2019
Johor,Johor Bahru Utara,assault,robbery_gang_armed,2020-01-01,0,2020
Johor,Johor Bahru Utara,assault,robbery_gang_armed,2021-01-01,0,2021
Johor,Johor Bahru Utara,assault,robbery_gang_armed,2022-01-01,0,2022
Johor,Johor Bahru Utara,assault,robbery_gang_armed,2023-01-01,0,2023
Johor,Johor Bahru Utara,assault,robbery_gang_unarmed,2016-01-01,283,2016
Johor,Johor Bahru Utara,assault,robbery_gang_unarmed,2017-01-01,202,2017
Johor,Johor Bahru Utara,assault,robbery_gang_unarmed,2018-01-01,148,2018
Johor,Johor Bahru Utara,assault,robbery_gang_unarmed,2019-01-01,173,2019
Johor,Johor Bahru Utara,assault,robbery_gang_unarmed,2020-01-01,45,2020
Johor,Johor Bahru Utara,assault,robbery_gang_unarmed,2021-01-01,64,2021
Johor,Johor Bahru Utara,assault,robbery_gang_unarmed,2022-01-01,61,2022
Johor,Johor Bahru Utara,assault,robbery_gang_unarmed,2023-01-01,43,2023
Johor,Johor Bahru Utara,assault,robbery_solo_armed,2016-01-01,0,2016
